,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24472,31,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,,0,0.21,N,8
24477,34,73000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,20675,,0,0.28,N,7
24483,31,73000,MORTGAGE,3.0,VENTURE,C,12000,,0,0.16,Y,8
24496,28,73000,MORTGAGE,11.0,EDUCATION,B,15000,,0,0.21,N,6
24520,29,74000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,12000,,0,0.16,N,9
24527,30,74000,MORTGAGE,0.0,PERSONAL,A,7625,,0,0.1,N,5
24553,32,74280,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6400,,0,0.09,N,10
24556,28,74400,MORTGAGE,7.0,MEDICAL,B,12000,,0,0.16,N,6
24559,30,74400,OWN,8.0,VENTURE,A,7500,,0,0.1,N,7
24581,35,75000,OWN,9.0,VENTURE,A,7600,,0,0.1,N,7
24588,28,45000,RENT,0.0,EDUCATION,A,4000,,0,0.09,N,8
24596,28,69000,MORTGAGE,4.0,EDUCATION,D,30000,,1,0.43,Y,9
24597,27,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6625,,0,0.09,N,10
24621,31,75000,MORTGAGE,4.0,MEDICAL,B,13800,,0,0.18,N,9
24625,29,75000,MORTGAGE,2.0,PERSONAL,A,9000,,0,0.12,N,6
24631,30,75000,MORTGAGE,11.0,PERSONAL,B,5000,,0,0.07,N,10
24652,27,75000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10000,,0,0.13,N,7
24653,30,67202,RENT,4.0,DEBTCONSOLIDATION,A,10000,,0,0.15,N,7
24662,27,68000,RENT,0.0,DEBTCONSOLIDATION,B,10000,,0,0.15,N,5
24664,28,68496,RENT,8.0,PERSONAL,B,10000,,0,0.15,N,5
24672,29,75000,MORTGAGE,7.0,EDUCATION,A,6125,,0,0.08,N,8
24674,31,70000,RENT,0.0,PERSONAL,C,10000,,0,0.14,Y,8
24676,29,70000,RENT,1.0,HOMEIMPROVEMENT,A,10000,,0,0.14,N,8
24695,33,75000,MORTGAGE,17.0,MEDICAL,C,12000,,0,0.16,Y,8
24701,28,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10500,,0,0.14,N,9
24713,33,74000,RENT,3.0,HOMEIMPROVEMENT,A,10000,,0,0.14,N,8
24716,33,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,,0,0.13,N,6
24727,27,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,23200,,0,0.31,N,9
24736,28,75000,MORTGAGE,10.0,MEDICAL,A,9800,,0,0.13,N,7
24741,34,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8400,,0,0.11,Y,8
24750,30,69000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,8500,,1,0.12,N,5
24754,31,80000,RENT,6.0,PERSONAL,A,10000,,0,0.13,N,9
24798,33,85000,RENT,0.0,PERSONAL,B,10000,,0,0.12,N,5
24804,27,76000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,12000,,0,0.16,N,6
24853,27,102000,RENT,2.0,HOMEIMPROVEMENT,A,10150,,0,0.1,N,6
24869,32,77500,MORTGAGE,3.0,PERSONAL,B,13000,,0,0.17,N,10
24886,27,39000,RENT,6.0,DEBTCONSOLIDATION,C,11100,,1,0.28,Y,9
24892,29,78000,MORTGAGE,0.0,PERSONAL,B,9600,,0,0.12,N,5
24898,33,78000,MORTGAGE,17.0,VENTURE,D,10000,,0,0.13,N,10
24908,29,78000,OWN,13.0,VENTURE,A,14400,,0,0.18,N,7
24909,28,78000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,13000,,0,0.17,N,9
24920,31,48000,RENT,5.0,EDUCATION,B,11200,,0,0.23,N,5
24949,29,87500,RENT,2.0,EDUCATION,B,11200,,0,0.13,N,8
24961,29,25000,RENT,4.0,EDUCATION,B,11325,,1,0.45,N,5
24964,27,79000,MORTGAGE,6.0,VENTURE,A,13000,,0,0.16,N,8
24966,32,79000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7800,,0,0.1,N,8
24974,29,79000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000,,0,0.09,N,9
25007,28,79995,OWN,3.0,PERSONAL,C,15000,,0,0.19,N,10
25016,27,78262,RENT,4.0,HOMEIMPROVEMENT,B,11525,,0,0.15,N,8
25040,32,24000,RENT,2.0,MEDICAL,A,12000,,1,0.5,N,8
25041,30,62900,MORTGAGE,2.0,MEDICAL,B,10000,,1,0.14,N,6
25044,30,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000,,0,0.14,N,6
25048,27,80000,MORTGAGE,5.0,PERSONAL,C,35000,,0,0.44,N,8
25050,28,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4400,,0,0.06,N,5
25060,34,30000,RENT,2.0,PERSONAL,A,12000,,1,0.4,N,6
25077,29,32000,RENT,3.0,PERSONAL,A,12000,,1,0.38,N,9
25082,31,80000,MORTGAGE,10.0,MEDICAL,A,10000,,0,0.13,N,5
25109,35,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,,0,0.19,N,9
25120,28,36888,RENT,5.0,MEDICAL,C,12000,,1,0.33,Y,7
25124,30,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,,0,0.15,N,8
25126,28,80000,MORTGAGE,12.0,VENTURE,A,2500,,0,0.03,N,7
25127,30,37500,RENT,5.0,EDUCATION,B,12000,,1,0.32,N,6
25128,28,37500,RENT,4.0,DEBTCONSOLIDATION,C,12000,,1,0.32,N,9
25140,28,38295,RENT,5.0,PERSONAL,C,12000,,1,0.31,N,7
25143,27,80000,MORTGAGE,11.0,PERSONAL,B,20000,,0,0.25,N,10
25152,32,62900,MORTGAGE,5.0,MEDICAL,D,2750,,1,0.04,Y,7
25153,34,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,12000,,0,0.15,N,10
25183,28,74400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,,1,0.27,N,8
25187,31,42000,RENT,12.0,PERSONAL,B,12000,,0,0.29,N,9
25197,27,80800,MORTGAGE,3.0,PERSONAL,C,3000,,0,0.04,N,10
25201,35,81000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5400,,0,0.07,N,5
25220,32,44808,RENT,5.0,PERSONAL,B,12000,,0,0.27,N,8
25226,29,81400,MORTGAGE,13.0,EDUCATION,A,10000,,0,0.12,N,8
25245,28,46000,RENT,3.0,MEDICAL,B,12000,,0,0.26,N,8
25263,28,47840,RENT,0.0,MEDICAL,B,12000,,0,0.25,N,7
25291,28,82800,MORTGAGE,10.0,VENTURE,B,18000,,0,0.22,N,7
25297,28,83000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,,0,0.06,N,9
25304,31,83000,MORTGAGE,11.0,MEDICAL,A,7500,,0,0.09,N,6
25308,29,83000,MORTGAGE,5.0,VENTURE,A,7500,,0,0.09,N,10
25310,35,83000,MORTGAGE,17.0,HOMEIMPROVEMENT,D,15000,,0,0.18,N,6
25314,35,83004,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,,0,0.18,N,7
25321,30,24000,RENT,8.0,PERSONAL,A,3000,,1,0.13,N,6
25332,30,25000,RENT,0.0,DEBTCONSOLIDATION,A,3000,,0,0.12,N,7
25338,30,84000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000,,0,0.07,N,6
25339,28,25596,RENT,12.0,VENTURE,B,3000,,0,0.12,N,9
25373,28,62000,RENT,2.0,EDUCATION,C,12000,,0,0.19,N,10
25387,28,62500,RENT,3.0,DEBTCONSOLIDATION,A,12000,,0,0.19,N,7
25388,29,84000,MORTGAGE,8.0,VENTURE,A,10000,,0,0.12,N,8
25404,33,65000,RENT,17.0,VENTURE,C,12000,,0,0.18,N,8
25410,27,65000,RENT,0.0,PERSONAL,B,12000,,0,0.18,N,5
25415,28,67000,RENT,3.0,HOMEIMPROVEMENT,B,12000,,0,0.18,N,5
25417,28,67000,RENT,,EDUCATION,A,12000,,0,0.18,N,7
25420,31,68000,RENT,0.0,MEDICAL,B,12000,,0,0.18,N,6
25434,31,70000,RENT,8.0,HOMEIMPROVEMENT,A,12000,,0,0.17,N,6
25439,29,71000,RENT,1.0,MEDICAL,C,12000,,0,0.17,N,5
25464,31,85000,MORTGAGE,9.0,VENTURE,D,16000,,0,0.19,Y,10
25475,32,41000,RENT,17.0,MEDICAL,C,3000,,0,0.07,Y,7
25483,35,36000,RENT,2.0,PERSONAL,D,3000,,1,0.08,N,10
25492,27,42000,RENT,6.0,DEBTCONSOLIDATION,C,3000,,0,0.07,Y,7
25495,33,62050,MORTGAGE,17.0,MEDICAL,D,20000,,1,0.27,Y,8
25523,29,76663,RENT,9.0,EDUCATION,A,12000,,0,0.16,N,9
25531,29,85200,MORTGAGE,5.0,MEDICAL,C,8900,,0,0.1,Y,6
25535,29,85500,MORTGAGE,3.0,EDUCATION,A,9500,,0,0.11,N,9
25545,35,86000,OWN,5.0,MEDICAL,B,18000,,0,0.21,N,6
25550,29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8400,,0,0.1,N,10
25556,30,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,,0,0.12,N,10
25566,27,86399,MORTGAGE,7.0,PERSONAL,A,2250,,0,0.03,N,6
25578,27,86625,MORTGAGE,3.0,HOMEIMPROVEMENT,A,14825,,0,0.17,N,9
25582,30,85000,RENT,2.0,HOMEIMPROVEMENT,C,12000,,0,0.14,N,6
25603,30,36000,OWN,5.0,VENTURE,A,4800,,0,0.13,N,6
25616,30,87580,OWN,15.0,MEDICAL,A,4700,,0,0.05,N,7
25637,29,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000,,1,0.26,Y,8
25678,30,89900,MORTGAGE,5.0,VENTURE,C,20000,,0,0.22,Y,9
25681,29,108000,RENT,1.0,EDUCATION,D,12000,,1,0.11,N,9
25682,27,120000,RENT,4.0,DEBTCONSOLIDATION,A,12000,,0,0.1,N,5
25718,31,90000,MORTGAGE,6.0,MEDICAL,B,18000,,0,0.2,N,8
25720,27,90000,MORTGAGE,12.0,EDUCATION,A,20000,,0,0.22,N,6
25725,31,90000,MORTGAGE,5.0,VENTURE,A,17000,,0,0.19,N,10
25727,30,90000,MORTGAGE,4.0,VENTURE,C,8000,,0,0.09,Y,9
25756,30,72000,RENT,12.0,EDUCATION,A,12400,,0,0.17,N,5
25759,28,35000,RENT,2.0,EDUCATION,C,12500,,1,0.36,N,10
25766,27,37440,RENT,7.0,PERSONAL,B,2800,,0,0.07,N,9
25767,29,40000,RENT,,DEBTCONSOLIDATION,A,2800,,0,0.07,N,5
25776,28,45000,RENT,3.0,EDUCATION,C,2800,,0,0.06,N,8
25803,31,78000,MORTGAGE,0.0,EDUCATION,A,5000,,1,0.06,N,5
25807,27,90000,MORTGAGE,4.0,PERSONAL,A,15000,,0,0.17,N,6
25815,35,18200,RENT,4.0,MEDICAL,B,2725,,0,0.15,N,8
25841,27,78300,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,,1,0.11,N,5
25861,34,91000,MORTGAGE,19.0,VENTURE,B,15000,,0,0.16,N,10
25878,32,32000,RENT,1.0,VENTURE,E,2600,,1,0.08,N,6
25886,31,92000,MORTGAGE,6.0,VENTURE,A,6000,,0,0.07,N,8
25892,30,92000,MORTGAGE,9.0,VENTURE,A,5000,,0,0.05,N,10
25893,28,92000,MORTGAGE,0.0,EDUCATION,C,6000,,0,0.07,N,7
25900,32,92000,MORTGAGE,1.0,EDUCATION,B,5000,,0,0.05,N,8
25902,29,92000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,11200,,0,0.12,N,5
25913,29,92000,MORTGAGE,6.0,EDUCATION,B,24000,,0,0.26,N,6
25924,29,92052,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6500,,0,0.07,N,9
25927,27,92400,MORTGAGE,6.0,HOMEIMPROVEMENT,D,17500,,0,0.19,Y,8
25944,29,81000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,12000,,1,0.15,Y,9
25948,31,93000,OWN,4.0,EDUCATION,B,10000,,0,0.11,N,6
25952,29,98850,RENT,6.0,HOMEIMPROVEMENT,A,12500,,0,0.13,N,9
25958,27,60000,RENT,6.0,EDUCATION,A,12650,,0,0.21,N,9
25963,27,54000,RENT,1.0,HOMEIMPROVEMENT,F,12750,,1,0.24,Y,7
26006,31,50400,RENT,9.0,VENTURE,B,13000,,0,0.26,N,9
26039,28,95000,MORTGAGE,9.0,MEDICAL,C,5000,,0,0.05,Y,7
26040,31,65000,RENT,13.0,MEDICAL,B,13000,,0,0.2,N,8
26056,29,68000,RENT,7.0,HOMEIMPROVEMENT,A,13000,,0,0.19,N,7
26063,33,77000,RENT,7.0,HOMEIMPROVEMENT,D,13000,,0,0.17,N,7
26123,29,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,,0,0.16,N,6
26125,29,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,,0,0.1,N,5
26144,28,44049,RENT,3.0,VENTURE,B,14000,,1,0.32,N,8
26176,27,97200,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5500,,0,0.06,N,8
26179,33,97200,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4000,,0,0.04,N,10
26188,32,52392,RENT,9.0,HOMEIMPROVEMENT,B,14000,,0,0.27,N,10
26207,31,73100,MORTGAGE,0.0,MEDICAL,E,16000,,1,0.19,Y,6
26224,30,98700,MORTGAGE,12.0,EDUCATION,B,6000,,0,0.06,N,6
26226,33,98784,MORTGAGE,3.0,MEDICAL,B,10000,,0,0.1,N,7
26228,28,99000,OWN,11.0,HOMEIMPROVEMENT,A,8000,,0,0.08,N,7
26241,28,99400,MORTGAGE,6.0,MEDICAL,B,4800,,0,0.05,N,7
26273,27,100000,MORTGAGE,11.0,PERSONAL,A,12000,,0,0.12,N,6
26274,28,100000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,,0,0.1,N,5
26289,32,69000,RENT,2.0,HOMEIMPROVEMENT,D,14000,,1,0.2,Y,6
26307,27,100000,MORTGAGE,11.0,PERSONAL,A,14400,,0,0.14,N,8
26311,32,100000,MORTGAGE,2.0,MEDICAL,C,35000,,0,0.35,N,10
26331,28,100000,MORTGAGE,0.0,EDUCATION,A,3950,,0,0.04,N,5
26340,30,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3600,,0,0.04,N,10
26347,30,100000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,,0,0.02,N,5
26353,35,115000,RENT,2.0,EDUCATION,A,14000,,0,0.12,N,9
26361,34,100000,MORTGAGE,11.0,MEDICAL,C,18000,,0,0.18,Y,6
26381,32,100000,MORTGAGE,4.0,EDUCATION,A,4500,,0,0.04,N,5
26387,27,100000,MORTGAGE,0.0,VENTURE,C,16000,,0,0.16,Y,6
26394,33,100000,MORTGAGE,2.0,VENTURE,C,7000,,0,0.07,N,6
26397,28,46400,RENT,6.0,DEBTCONSOLIDATION,C,14125,,0,0.3,N,5
26425,27,101000,MORTGAGE,1.0,PERSONAL,D,20000,,0,0.2,N,8
26429,27,101004,MORTGAGE,3.0,MEDICAL,B,12000,,0,0.12,N,9
26430,31,101004,MORTGAGE,3.0,DEBTCONSOLIDATION,C,17000,,0,0.17,N,8
26444,33,102000,MORTGAGE,17.0,VENTURE,E,35000,,0,0.34,Y,8
26448,31,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14400,,0,0.14,N,6
26467,33,102996,MORTGAGE,4.0,EDUCATION,A,6000,,0,0.06,N,8
26480,31,103000,MORTGAGE,3.0,VENTURE,B,15000,,0,0.15,N,6
26481,29,103089,MORTGAGE,2.0,EDUCATION,A,7000,,0,0.07,N,9
26484,34,103363,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,,0,0.15,N,8
26489,33,104000,MORTGAGE,3.0,EDUCATION,A,16000,,0,0.15,N,9
26492,27,104000,OWN,10.0,EDUCATION,B,35000,,0,0.34,N,10
26493,30,96000,RENT,4.0,PERSONAL,B,14400,,0,0.15,N,8
26500,28,104000,MORTGAGE,12.0,PERSONAL,D,20000,,0,0.19,N,9
26502,30,50000,RENT,3.0,DEBTCONSOLIDATION,C,14475,,0,0.29,Y,6
26506,30,30000,RENT,1.0,PERSONAL,B,14500,,1,0.48,N,8
26510,27,105000,MORTGAGE,11.0,EDUCATION,A,28000,,0,0.27,N,7
26520,35,105000,MORTGAGE,11.0,EDUCATION,A,10000,,0,0.1,N,10
26521,30,105000,MORTGAGE,14.0,MEDICAL,B,7725,,0,0.07,N,9
26524,28,105000,MORTGAGE,12.0,EDUCATION,A,7000,,0,0.07,N,10
26530,28,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,24000,,0,0.23,N,6
26558,31,40000,RENT,2.0,DEBTCONSOLIDATION,C,14600,,1,0.36,Y,5
26561,29,93924,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400,,1,0.09,N,10
26563,29,105996,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19400,,0,0.18,N,6
26571,30,106000,MORTGAGE,11.0,VENTURE,F,10000,,0,0.09,N,9
26575,32,106000,MORTGAGE,3.0,MEDICAL,A,10000,,0,0.09,N,7
26580,32,106300,MORTGAGE,13.0,PERSONAL,A,20000,,0,0.19,N,5
26581,29,106300,MORTGAGE,9.0,PERSONAL,A,6000,,0,0.06,N,7
26586,35,106500,MORTGAGE,4.0,PERSONAL,A,14550,,0,0.14,N,10
26588,27,32000,RENT,0.0,DEBTCONSOLIDATION,B,15000,,1,0.47,N,7
26592,28,32568,RENT,3.0,EDUCATION,D,15000,,1,0.46,N,9
26593,30,107000,MORTGAGE,2.0,PERSONAL,A,5000,,0,0.05,N,7
26601,29,107220,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,,0,0.09,N,10
26606,31,96000,MORTGAGE,7.0,VENTURE,C,25000,,1,0.26,N,5
26608,27,108000,MORTGAGE,11.0,EDUCATION,B,21600,,0,0.2,N,10
26633,29,108996,MORTGAGE,12.0,VENTURE,E,22000,,0,0.2,Y,5
26648,28,33000,RENT,10.0,PERSONAL,A,15000,,1,0.45,N,6
26655,34,110000,OWN,9.0,HOMEIMPROVEMENT,B,20000,,0,0.18,N,9
26661,28,110000,MORTGAGE,12.0,PERSONAL,B,22400,,0,0.2,N,6
26662,30,110000,MORTGAGE,12.0,MEDICAL,B,5000,,0,0.05,N,10
26666,33,42000,RENT,8.0,MEDICAL,D,2000,,0,0.05,Y,9
26673,27,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,,0,0.14,N,10
26676,31,83300,MORTGAGE,9.0,MEDICAL,D,10000,,1,0.1,Y,5
26695,27,110000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,,0,0.23,N,6
26710,35,110000,MORTGAGE,7.0,VENTURE,B,6000,,0,0.05,N,6
26742,28,110004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,,0,0.14,N,6
26745,33,110004,MORTGAGE,15.0,MEDICAL,B,12000,,0,0.11,N,7
26763,30,112000,OWN,6.0,VENTURE,A,12000,,0,0.11,N,10
26766,28,100000,MORTGAGE,4.0,VENTURE,D,25000,,1,0.25,N,6
26774,34,40000,RENT,2.0,PERSONAL,A,15000,,1,0.38,N,6
26780,27,112548,MORTGAGE,11.0,DEBTCONSOLIDATION,A,24000,,0,0.21,N,7
26793,32,113000,MORTGAGE,1.0,EDUCATION,A,5000,,0,0.04,N,6
26804,28,114000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.11,N,5
26811,29,114000,MORTGAGE,11.0,MEDICAL,A,14000,,0,0.12,N,6
26821,30,43000,RENT,3.0,VENTURE,A,15000,,1,0.35,N,8
26826,27,44000,RENT,2.0,MEDICAL,B,15000,,1,0.34,N,6
26830,28,44104,RENT,4.0,VENTURE,B,15000,,1,0.34,N,10
26836,28,115000,MORTGAGE,3.0,MEDICAL,A,18500,,0,0.16,N,7
26839,28,115000,MORTGAGE,8.0,MEDICAL,A,28000,,0,0.24,N,5
26846,27,115000,MORTGAGE,11.0,VENTURE,B,5000,,0,0.04,N,5
26853,27,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,24000,,0,0.21,N,7
26854,35,45000,RENT,3.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,8
26871,32,115200,MORTGAGE,3.0,MEDICAL,A,10200,,0,0.09,N,9
26894,33,117000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,18000,,0,0.15,N,8
26907,28,47881,RENT,12.0,DEBTCONSOLIDATION,B,15000,,1,0.31,N,7
26912,27,119000,MORTGAGE,0.0,MEDICAL,B,8800,,0,0.07,N,7
26919,34,119000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,6000,,0,0.05,N,10
26941,29,120000,MORTGAGE,2.0,PERSONAL,D,7000,,0,0.06,N,8
26954,35,120000,MORTGAGE,2.0,PERSONAL,A,8000,,0,0.07,N,10
26971,30,120000,MORTGAGE,13.0,EDUCATION,B,15000,,0,0.13,N,8
26976,30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,,1,0.05,N,9
27014,32,120000,MORTGAGE,13.0,EDUCATION,B,2000,,0,0.02,N,5
27025,28,120000,MORTGAGE,0.0,PERSONAL,B,20000,,0,0.17,N,5
27049,31,40000,RENT,9.0,VENTURE,A,1600,,0,0.04,N,8
27059,27,120000,MORTGAGE,11.0,EDUCATION,E,20000,,0,0.17,Y,7
27079,27,120000,MORTGAGE,7.0,EDUCATION,A,3775,,0,0.03,N,6
27083,34,120579,MORTGAGE,9.0,DEBTCONSOLIDATION,C,9600,,0,0.08,Y,7
27095,29,121722,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7200,,0,0.06,N,7
27116,28,123504,MORTGAGE,12.0,VENTURE,B,18000,,0,0.15,N,7
27123,27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,,0,0.2,N,7
27135,30,125000,MORTGAGE,14.0,VENTURE,C,7000,,0,0.06,N,7
27184,31,24000,OWN,4.0,MEDICAL,D,2500,,0,0.1,Y,7
27188,27,125000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,20000,,0,0.16,Y,5
27199,27,57720,RENT,12.0,DEBTCONSOLIDATION,C,15000,,0,0.26,N,6
27214,33,24000,OWN,2.0,HOMEIMPROVEMENT,B,1875,,0,0.08,N,9
27234,32,128004,OWN,0.0,VENTURE,A,11000,,0,0.09,N,8
27244,30,130000,MORTGAGE,14.0,VENTURE,B,4000,,0,0.03,N,6
27295,27,130000,OWN,12.0,VENTURE,B,21000,,0,0.16,N,9
27324,32,132000,MORTGAGE,2.0,VENTURE,A,18000,,0,0.14,N,5
27328,34,65000,RENT,3.0,PERSONAL,D,15000,,0,0.23,Y,6
27335,30,134000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,5600,,0,0.04,N,5
27341,28,51850,RENT,12.0,MEDICAL,F,15000,,1,0.25,N,9
27345,33,135000,MORTGAGE,6.0,MEDICAL,B,22250,,0,0.16,N,9
27352,32,135000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16000,,0,0.12,N,10
27385,35,136000,MORTGAGE,0.0,EDUCATION,D,15000,,0,0.11,Y,9
27408,29,139500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,,0,0.11,N,5
27432,27,140000,MORTGAGE,11.0,MEDICAL,A,2700,,0,0.02,N,9
27434,27,140000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,,0,0.07,N,6
27435,32,140000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12000,,0,0.09,N,8
27445,29,140000,MORTGAGE,13.0,VENTURE,A,12600,,0,0.09,N,6
27450,34,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,3000,,1,0.02,N,10
27464,27,140000,MORTGAGE,2.0,EDUCATION,B,14000,,0,0.1,N,5
27468,34,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.09,N,8
27474,28,141996,MORTGAGE,3.0,VENTURE,A,13000,,0,0.09,N,7
27476,32,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,,1,0.04,N,9
27493,35,144000,MORTGAGE,0.0,EDUCATION,A,35000,,0,0.24,N,9
27498,28,144000,MORTGAGE,12.0,PERSONAL,A,30000,,0,0.21,N,5
27507,33,144000,MORTGAGE,13.0,EDUCATION,D,19000,,0,0.13,N,8
27517,28,145000,MORTGAGE,9.0,VENTURE,B,25000,,0,0.17,N,9
27518,30,79000,RENT,5.0,EDUCATION,F,15000,,0,0.19,N,7
27519,30,145000,MORTGAGE,4.0,EDUCATION,B,12000,,0,0.08,N,8
27523,28,133000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,20000,,1,0.15,Y,5
27548,32,66725,RENT,4.0,MEDICAL,B,15000,,1,0.19,N,5
27551,32,150000,OWN,3.0,HOMEIMPROVEMENT,C,8000,,0,0.05,Y,6
27562,33,150000,MORTGAGE,12.0,EDUCATION,B,13125,,0,0.09,N,9
27568,30,150000,OWN,5.0,PERSONAL,D,5425,,0,0.04,Y,5
27571,35,87000,RENT,6.0,VENTURE,B,15000,,0,0.17,N,7
27575,31,18996,OWN,6.0,HOMEIMPROVEMENT,C,7000,,1,0.37,N,8
27576,27,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,,0,0.13,N,9
27577,27,150000,MORTGAGE,2.0,MEDICAL,A,18000,,0,0.12,N,5
27582,28,150000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.13,N,8
27588,28,150000,MORTGAGE,12.0,EDUCATION,C,10000,,0,0.07,Y,6
27615,30,150000,MORTGAGE,8.0,PERSONAL,A,5000,,0,0.03,N,9
27616,31,29000,RENT,14.0,HOMEIMPROVEMENT,C,15075,,1,0.52,N,10
27638,32,155000,MORTGAGE,8.0,MEDICAL,C,8000,,0,0.05,Y,6
27642,34,156000,MORTGAGE,9.0,MEDICAL,A,25000,,0,0.16,N,9
27661,27,159600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25000,,0,0.16,N,8
27680,34,160000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7500,,0,0.05,N,10
27693,27,166000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,30000,,0,0.18,N,9
27697,28,168000,OWN,12.0,MEDICAL,A,6800,,0,0.04,N,7
27705,28,170000,MORTGAGE,0.0,EDUCATION,A,10000,,0,0.06,N,5
27706,28,170000,MORTGAGE,4.0,EDUCATION,D,20000,,0,0.12,Y,10
27707,28,170000,MORTGAGE,3.0,MEDICAL,B,4000,,0,0.02,N,10
27711,30,172000,MORTGAGE,13.0,VENTURE,B,20000,,0,0.12,N,8
27717,27,175000,MORTGAGE,11.0,VENTURE,B,21000,,0,0.12,N,6
27720,32,175000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,24000,,0,0.14,N,7
27726,29,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,,0,0.06,N,9
27727,30,175000,MORTGAGE,15.0,VENTURE,D,25000,,0,0.14,Y,10
27732,31,176600,MORTGAGE,15.0,DEBTCONSOLIDATION,C,3500,,0,0.02,Y,7
27740,27,180000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,16000,,0,0.09,N,8
27741,29,180000,MORTGAGE,2.0,MEDICAL,A,20000,,0,0.11,N,10
27745,32,180000,MORTGAGE,2.0,PERSONAL,C,15600,,0,0.09,Y,10
27750,27,105000,RENT,1.0,HOMEIMPROVEMENT,B,16000,,0,0.15,N,8
